id,key,value,type
8923787,highway,service,regular
8923787,cfcc,A41,tiger
8923787,tlid,123009968,tiger
8923787,county,"Santa Clara, CA",tiger
8923787,source,tiger_import_dch_v0.6_20070809,tiger
8923787,reviewed,no,tiger
8923787,separated,no,tiger
8923787,upload_uuid,bulk_upload.pl-9f300d22-5de3-4867-bd5e-8c2a200c22ad,tiger
8923876,highway,service,regular
8923876,cfcc,A41,tiger
8923876,tlid,123171165,tiger
8923876,county,"Santa Clara, CA",tiger
8923876,source,tiger_import_dch_v0.6_20070809,tiger
8923876,reviewed,no,tiger
8923876,separated,no,tiger
8923876,upload_uuid,bulk_upload.pl-9f300d22-5de3-4867-bd5e-8c2a200c22ad,tiger
8923925,highway,motorway_link,regular
8923925,lanes,1,regular
8923925,oneway,yes,regular
8923925,cfcc,A63,tiger
8923925,county,"Santa Clara, CA",tiger
8923925,lanes,through,turn
8924010,highway,track,regular
8924010,cfcc,A41,tiger
8924010,county,"Santa Clara, CA",tiger
8924010,reviewed,no,tiger
8924053,highway,service,regular
8924053,cfcc,A41,tiger
8924053,tlid,123020144,tiger
8924053,county,"Santa Clara, CA",tiger
8924053,source,tiger_import_dch_v0.6_20070809,tiger
8924053,separated,no,tiger
8924053,upload_uuid,bulk_upload.pl-9f300d22-5de3-4867-bd5e-8c2a200c22ad,tiger
8924089,highway,service,regular
8924089,cfcc,A41,tiger
8924089,county,"Santa Clara, CA",tiger
8924089,reviewed,no,tiger
8924171,highway,residential,regular
8924171,cfcc,A41,tiger
8924171,county,"Santa Clara, CA",tiger
8924171,reviewed,no,tiger
8924210,access,private,regular
8924210,highway,service,regular
8924210,cfcc,A74,tiger
8924210,tlid,123018247:123018252,tiger
8924210,county,"Santa Clara, CA",tiger
8924210,source,tiger_import_dch_v0.6_20070809,tiger
8924210,reviewed,no,tiger
8924210,upload_uuid,bulk_upload.pl-9f300d22-5de3-4867-bd5e-8c2a200c22ad,tiger
8924270,highway,service,regular
8924270,cfcc,A41,tiger
8924270,county,"Santa Clara, CA",tiger
8924270,reviewed,no,tiger
8924322,oneway,yes,regular
8924322,bicycle,no,regular
8924322,highway,motorway_link,regular
8924322,cfcc,A63,tiger
8924322,county,"Santa Clara, CA",tiger
8924359,access,private,regular
8924359,highway,service,regular
8924359,cfcc,A74,tiger
8924359,tlid,123173283:123173284,tiger
8924359,county,"Santa Clara, CA",tiger
8924359,source,tiger_import_dch_v0.6_20070809,tiger
8924359,reviewed,no,tiger
8924359,upload_uuid,bulk_upload.pl-9f300d22-5de3-4867-bd5e-8c2a200c22ad,tiger
8924401,highway,service,regular
8924401,cfcc,A41,tiger
8924401,county,"Santa Clara, CA",tiger
8924401,reviewed,no,tiger
8924458,oneway,yes,regular
8924458,bicycle,no,regular
8924458,highway,motorway_link,regular
8924458,cfcc,A63,tiger
8924458,county,"Santa Clara, CA",tiger
8924489,name,Court 8,regular
8924489,highway,service,regular
8924489,county,"Santa Clara, CA",tiger
8924551,lanes,1,regular
8924551,oneway,yes,regular
8924551,bicycle,yes,regular
8924551,highway,motorway_link,regular
8924551,cfcc,A63,tiger
8924551,county,"Santa Clara, CA",tiger
8924551,reviewed,no,tiger
8924579,highway,residential,regular
8924579,created_by,Potlatch 0.10f,regular
8924579,cfcc,A41,tiger
8924579,tlid,123178932,tiger
8924579,county,"Santa Clara, CA",tiger
8924579,source,tiger_import_dch_v0.6_20070809,tiger
8924579,reviewed,no,tiger
8924579,separated,no,tiger
8924579,upload_uuid,bulk_upload.pl-9f300d22-5de3-4867-bd5e-8c2a200c22ad,tiger
8924624,foot,designated,regular
8924624,name,Xander's Crossing,regular
8924624,bicycle,designated,regular
8924624,highway,path,regular
8924624,surface,paved,regular
8924624,segregated,no,regular
8924685,oneway,yes,regular
8924685,highway,trunk_link,regular
8924685,cfcc,A63,tiger
8924685,county,"Santa Clara, CA",tiger
8924766,access,no,regular
8924766,highway,service,regular
8924766,cfcc,A41,tiger
8924766,county,"Santa Clara, CA",tiger
8924766,reviewed,no,tiger
8924803,lanes,1,regular
8924803,oneway,yes,regular
8924803,highway,motorway_link,regular
8924803,maxspeed,20 mph,regular
8924803,cfcc,A63,tiger
8924803,county,"Santa Clara, CA",tiger
8924847,lanes,1,regular
8924847,oneway,yes,regular
8924847,highway,motorway_link,regular
8924847,cfcc,A63,tiger
8924847,lanes,through,turn
8924847,county,"Santa Clara, CA",tiger
8924847,reviewed,no,tiger
8924912,highway,residential,regular
8924912,cfcc,A41,tiger
8924912,county,"Santa Clara, CA",tiger
8924912,reviewed,yes,tiger
8924956,highway,residential,regular
8924956,created_by,Potlatch 0.10f,regular
8924956,cfcc,A41,tiger
8924956,tlid,122963853,tiger
8924956,county,"Santa Clara, CA",tiger
8924956,source,tiger_import_dch_v0.6_20070809,tiger
8924956,reviewed,no,tiger
8924956,separated,no,tiger
8924956,upload_uuid,bulk_upload.pl-9f300d22-5de3-4867-bd5e-8c2a200c22ad,tiger
8925009,bicycle,no,regular
8925009,highway,motorway_link,regular
8925009,lanes,1,regular
8925009,oneway,yes,regular
8925009,cfcc,A63,tiger
8925009,county,"Santa Clara, CA",tiger
8925050,lanes,2,regular
8925050,oneway,yes,regular
8925050,bicycle,no,regular
8925050,highway,motorway_link,regular
8925050,cfcc,A63,tiger
8925050,lanes,through|through,turn
8925050,county,"Santa Clara, CA",tiger
8925098,name,Court 10,regular
8925098,highway,service,regular
8925098,county,"Santa Clara, CA",tiger
8925138,highway,residential,regular
8925138,created_by,Potlatch 0.10f,regular
8925138,cfcc,A41,tiger
8925138,tlid,123159042:122928839,tiger
8925138,county,"Santa Clara, CA",tiger
8925138,source,tiger_import_dch_v0.6_20070809,tiger
8925138,reviewed,no,tiger
8925138,separated,no,tiger
8925138,upload_uuid,bulk_upload.pl-9f300d22-5de3-4867-bd5e-8c2a200c22ad,tiger
8925186,access,private,regular
8925186,highway,service,regular
8925186,cfcc,A74,tiger
8925186,tlid,123173214:123173215,tiger
8925186,county,"Santa Clara, CA",tiger
8925186,source,tiger_import_dch_v0.6_20070809,tiger
8925186,reviewed,no,tiger
8925186,upload_uuid,bulk_upload.pl-9f300d22-5de3-4867-bd5e-8c2a200c22ad,tiger
8925217,lanes,1,regular
8925217,oneway,yes,regular
8925217,bicycle,no,regular
8925217,highway,motorway_link,regular
8925217,cfcc,A63,tiger
8925217,lanes,through,turn
8925217,county,"Santa Clara, CA",tiger
8925265,highway,service,regular
8925265,cfcc,A41,tiger
8925265,county,"Santa Clara, CA",tiger
8925325,highway,service,regular
8925325,cfcc,A41,tiger
8925325,county,"Santa Clara, CA",tiger
8925409,highway,service,regular
8925409,cfcc,A41,tiger
8925409,tlid,122989210:122979555,tiger
8925409,county,"Santa Clara, CA",tiger
8925409,source,tiger_import_dch_v0.6_20070809,tiger
8925409,reviewed,no,tiger
8925409,separated,no,tiger
8925409,upload_uuid,bulk_upload.pl-9f300d22-5de3-4867-bd5e-8c2a200c22ad,tiger
8925444,highway,residential,regular
8925444,cfcc,A41,tiger
8925444,county,"Santa Clara, CA",tiger
8925444,reviewed,no,tiger
8925484,highway,service,regular
8925484,cfcc,A41,tiger
8925484,tlid,122973536:123177403,tiger
8925484,county,"Santa Clara, CA",tiger
8925484,source,tiger_import_dch_v0.6_20070809,tiger
8925484,reviewed,no,tiger
8925484,separated,no,tiger
8925484,upload_uuid,bulk_upload.pl-9f300d22-5de3-4867-bd5e-8c2a200c22ad,tiger
8925522,highway,residential,regular
8925522,created_by,Potlatch 0.9,regular
8925522,cfcc,A41,tiger
8925522,tlid,122916293:122916295:123182072:123182081,tiger
8925522,county,"Santa Clara, CA",tiger
8925522,source,tiger_import_dch_v0.6_20070809,tiger
8925522,reviewed,no,tiger
8925522,separated,no,tiger
8925522,upload_uuid,bulk_upload.pl-9f300d22-5de3-4867-bd5e-8c2a200c22ad,tiger
8925609,access,private,regular
8925609,highway,service,regular
8925609,cfcc,A41,tiger
8925609,tlid,122922792,tiger
8925609,county,"Santa Clara, CA",tiger
8925609,source,tiger_import_dch_v0.6_20070809,tiger
8925609,reviewed,yes,tiger
8925609,separated,no,tiger
8925609,upload_uuid,bulk_upload.pl-9f300d22-5de3-4867-bd5e-8c2a200c22ad,tiger
8925651,highway,service,regular
8925651,service,driveway,regular
8925651,cfcc,A41,tiger
8925651,tlid,122964035,tiger
8925651,county,"Santa Clara, CA",tiger
8925651,source,tiger_import_dch_v0.6_20070809,tiger
8925651,reviewed,no,tiger
8925651,separated,no,tiger
8925651,upload_uuid,bulk_upload.pl-9f300d22-5de3-4867-bd5e-8c2a200c22ad,tiger
8925691,name,Macara Avenue,regular
8925691,highway,unclassified,regular
8925691,cfcc,A41,tiger
8925691,county,"Santa Clara, CA",tiger
8925726,hov,designated,regular
8925726,lanes,1,regular
8925726,access,hov,regular
8925726,oneway,yes,regular
8925726,bicycle,no,regular
8925726,highway,motorway_link,regular
8925793,access,private,regular
8925793,highway,service,regular
8925793,cfcc,A74,tiger
8925793,county,"Santa Clara, CA",tiger
8925793,reviewed,no,tiger
8925860,highway,residential,regular
8925860,county,"Santa Clara, CA",tiger
8925928,highway,service,regular
8925928,service,parking_aisle,regular
8925928,surface,paved,regular
8925928,cfcc,A41,tiger
8925928,tlid,122926611,tiger
8925928,county,"Santa Clara, CA",tiger
8925928,source,tiger_import_dch_v0.6_20070809,tiger
8925928,reviewed,yes,tiger
8925928,separated,no,tiger
8925928,upload_uuid,bulk_upload.pl-9f300d22-5de3-4867-bd5e-8c2a200c22ad,tiger
8925965,highway,service,regular
8925965,service,alley,regular
8925965,sidewalk,none,regular
8925965,cfcc,A41,tiger
8925965,county,"Santa Clara, CA",tiger
8925965,reviewed,no,tiger
8926033,highway,track,regular
8926033,cfcc,A41,tiger
8926033,tlid,122947705:122947691,tiger
8926033,county,"Santa Clara, CA",tiger
8926033,source,tiger_import_dch_v0.6_20070809,tiger
8926033,reviewed,no,tiger
8926033,separated,no,tiger
8926033,upload_uuid,bulk_upload.pl-9f300d22-5de3-4867-bd5e-8c2a200c22ad,tiger
8926065,lanes,1,regular
8926065,oneway,yes,regular
8926065,highway,trunk_link,regular
8926065,cfcc,A63,tiger
8926065,lanes,right,turn
8926065,county,"Santa Clara, CA",tiger
8926129,highway,service,regular
8926129,cfcc,A41,tiger
8926129,tlid,122988881:122987741,tiger
8926129,county,"Santa Clara, CA",tiger
8926129,source,tiger_import_dch_v0.6_20070809,tiger
8926129,reviewed,no,tiger
8926129,separated,no,tiger
8926129,upload_uuid,bulk_upload.pl-9f300d22-5de3-4867-bd5e-8c2a200c22ad,tiger
8926168,name,Madera Drive,regular
8926168,highway,unclassified,regular
8926168,cfcc,A41,tiger
8926168,tlid,122898978,tiger
8926168,county,"Santa Clara, CA",tiger
8926168,source,tiger_import_dch_v0.6_20070809,tiger
8926168,separated,no,tiger
8926168,upload_uuid,bulk_upload.pl-9f300d22-5de3-4867-bd5e-8c2a200c22ad,tiger
8926201,access,private,regular
8926201,highway,service,regular
8926201,cfcc,A74,tiger
8926201,tlid,123173237:123173238,tiger
8926201,county,"Santa Clara, CA",tiger
8926201,source,tiger_import_dch_v0.6_20070809,tiger
8926201,reviewed,no,tiger
8926201,upload_uuid,bulk_upload.pl-9f300d22-5de3-4867-bd5e-8c2a200c22ad,tiger
8926251,name,River Glen Drive,regular
8926251,highway,service,regular
8926251,name,OSM US TIGER 2012 ROADS OVERLAY,source
8926251,county,"Santa Clara, CA",tiger
8926297,highway,service,regular
8926297,cfcc,A41,tiger
8926297,county,"Santa Clara, CA",tiger
8926297,reviewed,no,tiger
8926365,name,Sierra Grande Way,regular
8926365,highway,residential,regular
8926365,cfcc,A41,tiger
8926365,county,"Santa Clara, CA",tiger
8926365,reviewed,no,tiger
8926365,zip_left,95116,tiger
8926365,name_base,Sierra Grande,tiger
8926365,name_type,Way,tiger
8926365,zip_right,95116,tiger
8926410,oneway,yes,regular
8926410,highway,motorway_link,regular
8926410,cfcc,A63,tiger
8926410,county,"Santa Clara, CA",tiger
8926410,reviewed,no,tiger
8926453,lanes,1,regular
8926453,oneway,yes,regular
8926453,bicycle,no,regular
8926453,highway,motorway_link,regular
8926453,cfcc,A63,tiger
8926453,lanes,through,turn
8926453,county,"Santa Clara, CA",tiger
8926495,highway,service,regular
8926495,cfcc,A41,tiger
8926495,county,"Santa Clara, CA",tiger
8926495,reviewed,no,tiger
8926555,highway,service,regular
8926555,cfcc,A41,tiger
8926555,tlid,122911407:122911410:122911421,tiger
8926555,county,"Santa Clara, CA",tiger
8926555,source,tiger_import_dch_v0.6_20070809,tiger
8926555,reviewed,no,tiger
8926555,separated,no,tiger
8926555,upload_uuid,bulk_upload.pl-9f300d22-5de3-4867-bd5e-8c2a200c22ad,tiger
8926611,access,private,regular
8926611,highway,service,regular
8926611,cfcc,A74,tiger
8926611,tlid,123173906,tiger
8926611,county,"Santa Clara, CA",tiger
8926611,source,tiger_import_dch_v0.6_20070809,tiger
8926611,reviewed,no,tiger
8926611,upload_uuid,bulk_upload.pl-9f300d22-5de3-4867-bd5e-8c2a200c22ad,tiger
8926644,highway,service,regular
8926644,cfcc,A41,tiger
8926644,tlid,123004025,tiger
8926644,county,"Santa Clara, CA",tiger
8926644,source,tiger_import_dch_v0.6_20070809,tiger
8926644,reviewed,no,tiger
8926644,separated,no,tiger
8926644,upload_uuid,bulk_upload.pl-9f300d22-5de3-4867-bd5e-8c2a200c22ad,tiger
8926689,highway,service,regular
8926689,cfcc,A41,tiger
8926689,tlid,123020069,tiger
8926689,county,"Santa Clara, CA",tiger
8926689,source,tiger_import_dch_v0.6_20070809,tiger
8926689,separated,no,tiger
8926689,upload_uuid,bulk_upload.pl-9f300d22-5de3-4867-bd5e-8c2a200c22ad,tiger
8926723,access,private,regular
8926723,highway,service,regular
8926723,created_by,Potlatch 0.10f,regular
8926723,cfcc,A74,tiger
8926723,tlid,123005516,tiger
8926723,county,"Santa Clara, CA",tiger
8926723,source,tiger_import_dch_v0.6_20070809,tiger
8926723,reviewed,no,tiger
8926723,upload_uuid,bulk_upload.pl-9f300d22-5de3-4867-bd5e-8c2a200c22ad,tiger
8926767,name,Santa Clara Street,regular
8926767,access,permissive,regular
8926767,highway,service,regular
8926767,cfcc,A74,tiger
8926767,county,"Santa Clara, CA",tiger
8926848,lanes,2,regular
8926848,access,private,regular
8926848,highway,service,regular
8926848,surface,asphalt,regular
8926848,maxspeed,15 mph,regular
8926848,cfcc,A74,tiger
8926848,county,"Santa Clara, CA",tiger
8926848,maxspeed,sign,source
8926914,lanes,1,regular
8926914,oneway,yes,regular
8926914,highway,motorway_link,regular
8926914,cfcc,A63,tiger
8926914,tlid,122939421:122939423:122939431,tiger
8926914,county,"Santa Clara, CA",tiger
8926914,source,tiger_import_dch_v0.6_20070809,tiger
8926914,upload_uuid,bulk_upload.pl-9f300d22-5de3-4867-bd5e-8c2a200c22ad,tiger
8926963,highway,service,regular
8926963,cfcc,A41,tiger
8926963,tlid,122911412,tiger
8926963,county,"Santa Clara, CA",tiger
8926963,source,tiger_import_dch_v0.6_20070809,tiger
8926963,reviewed,no,tiger
8926963,separated,no,tiger
8926963,upload_uuid,bulk_upload.pl-9f300d22-5de3-4867-bd5e-8c2a200c22ad,tiger
8926984,highway,service,regular
8926984,service,driveway,regular
8926984,cfcc,A41,tiger
8926984,county,"Santa Clara, CA",tiger
8926984,reviewed,no,tiger
8927037,highway,residential,regular
8927037,cfcc,A41,tiger
8927037,tlid,122986790,tiger
8927037,county,"Santa Clara, CA",tiger
8927037,source,tiger_import_dch_v0.6_20070809,tiger
8927037,reviewed,no,tiger
8927037,separated,no,tiger
8927037,upload_uuid,bulk_upload.pl-9f300d22-5de3-4867-bd5e-8c2a200c22ad,tiger
8927076,access,emergency,regular
8927076,highway,service,regular
8927076,cfcc,A41,tiger
8927076,county,"Santa Clara, CA",tiger
8927076,reviewed,no,tiger
8927128,highway,residential,regular
8927128,cfcc,A41,tiger
8927128,tlid,123176087,tiger
8927128,county,"Santa Clara, CA",tiger
8927128,source,tiger_import_dch_v0.6_20070809,tiger
8927128,reviewed,yes,tiger
8927128,separated,no,tiger
8927128,upload_uuid,bulk_upload.pl-9f300d22-5de3-4867-bd5e-8c2a200c22ad,tiger
8927190,highway,track,regular
8927190,cfcc,A41,tiger
8927190,county,"Santa Clara, CA",tiger
8927190,reviewed,no,tiger
8927265,lanes,1,regular
8927265,oneway,yes,regular
8927265,bicycle,no,regular
8927265,highway,motorway_link,regular
8927265,cfcc,A63,tiger
8927265,lanes,through,turn
8927265,destination,San Jose,regular
8927265,county,"Santa Clara, CA",tiger
8927265,destination,survey,source
8927321,highway,service,regular
8927321,cfcc,A41,tiger
8927321,tlid,122985010,tiger
8927321,county,"Santa Clara, CA",tiger
8927321,source,tiger_import_dch_v0.6_20070809,tiger
8927321,reviewed,no,tiger
8927321,separated,no,tiger
8927321,upload_uuid,bulk_upload.pl-9f300d22-5de3-4867-bd5e-8c2a200c22ad,tiger
8927368,highway,service,regular
8927368,cfcc,A41,tiger
8927368,county,"Santa Clara, CA",tiger
8927423,highway,service,regular
8927423,service,parking_aisle,regular
8927423,cfcc,A41,tiger
8927423,county,"Santa Clara, CA",tiger
8927423,reviewed,no,tiger
8927470,highway,residential,regular
8927470,created_by,Potlatch 0.10b,regular
8927470,cfcc,A41,tiger
8927470,tlid,123172194,tiger
8927470,county,"Santa Clara, CA",tiger
8927470,source,tiger_import_dch_v0.6_20070809,tiger
8927470,reviewed,no,tiger
8927470,separated,no,tiger
8927470,upload_uuid,bulk_upload.pl-9f300d22-5de3-4867-bd5e-8c2a200c22ad,tiger
8927538,highway,service,regular
8927538,service,driveway,regular
8927538,cfcc,A41,tiger
8927538,tlid,122946658,tiger
8927538,county,"Santa Clara, CA",tiger
8927538,source,tiger_import_dch_v0.6_20070809,tiger
8927538,reviewed,no,tiger
8927538,separated,no,tiger
8927538,upload_uuid,bulk_upload.pl-9f300d22-5de3-4867-bd5e-8c2a200c22ad,tiger
8927564,oneway,yes,regular
8927564,bicycle,no,regular
8927564,highway,motorway_link,regular
8927564,cfcc,A63,tiger
8927564,county,"Santa Clara, CA",tiger
8927564,reviewed,no,tiger
8927611,highway,residential,regular
8927611,created_by,Potlatch 0.10f,regular
8927611,cfcc,A41,tiger
8927611,tlid,122991479,tiger
8927611,county,"Santa Clara, CA",tiger
8927611,source,tiger_import_dch_v0.6_20070809,tiger
8927611,reviewed,no,tiger
8927611,separated,no,tiger
8927611,upload_uuid,bulk_upload.pl-9f300d22-5de3-4867-bd5e-8c2a200c22ad,tiger
8927641,highway,service,regular
8927641,cfcc,A41,tiger
8927641,tlid,123020136,tiger
8927641,county,"Santa Clara, CA",tiger
8927641,source,tiger_import_dch_v0.6_20070809,tiger
8927641,separated,no,tiger
8927641,upload_uuid,bulk_upload.pl-9f300d22-5de3-4867-bd5e-8c2a200c22ad,tiger
8927688,highway,service,regular
8927688,cfcc,A41,tiger
8927688,county,"Santa Clara, CA",tiger
8927688,reviewed,no,tiger
8927721,highway,service,regular
8927721,service,driveway,regular
8927721,cfcc,A41,tiger
8927721,tlid,122989570:122989571,tiger
8927721,county,"Santa Clara, CA",tiger
8927721,source,tiger_import_dch_v0.6_20070809,tiger
8927721,reviewed,no,tiger
8927721,separated,no,tiger
8927721,upload_uuid,bulk_upload.pl-9f300d22-5de3-4867-bd5e-8c2a200c22ad,tiger
8927759,oneway,yes,regular
8927759,highway,motorway_link,regular
8927759,cfcc,A63,tiger
8927759,lanes,through,turn
8927759,county,"Santa Clara, CA",tiger
8927784,lanes,1,regular
8927784,oneway,yes,regular
8927784,highway,motorway_link,regular
8927784,cfcc,A63,tiger
8927784,lanes,through,turn
8927784,county,"Santa Clara, CA",tiger
8927784,reviewed,no,tiger
8927822,name,Toiyabe Way,regular
8927822,highway,residential,regular
8927822,created_by,Potlatch 0.10f,regular
8927822,cfcc,A41,tiger
8927822,tlid,122963412,tiger
8927822,county,"Santa Clara, CA",tiger
8927822,source,tiger_import_dch_v0.6_20070809,tiger
8927822,reviewed,no,tiger
8927822,zip_left,95133,tiger
8927822,name_base,Toiyabe,tiger
8927822,name_type,Way,tiger
8927822,separated,no,tiger
8927822,zip_right,95133,tiger
8927822,upload_uuid,bulk_upload.pl-9f300d22-5de3-4867-bd5e-8c2a200c22ad,tiger
8927859,HFCS,Collector,regular
8927859,name,Victor Avenue,regular
8927859,highway,residential,regular
8927859,cfcc,A41,tiger
8927859,county,"Santa Clara, CA",tiger
8927859,zip_left,95008,tiger
8927859,name_base,Victor,tiger
8927859,name_type,Ave,tiger
8927859,zip_right,95008,tiger
8927880,name,Foothill Meadows Court,regular
8927880,highway,residential,regular
8927880,cfcc,A41,tiger
8927880,county,"Santa Clara, CA",tiger
8927880,zip_left,95131,tiger
8927880,name_base,Foothill Meadows,tiger
8927880,name_type,Ct,tiger
8927880,zip_right,95131,tiger
8927913,name,North Star Place,regular
8927913,highway,residential,regular
8927913,created_by,Potlatch 0.10b,regular
8927913,cfcc,A41,tiger
8927913,tlid,123172147,tiger
8927913,county,"Santa Clara, CA",tiger
8927913,source,tiger_import_dch_v0.6_20070809,tiger
8927913,reviewed,no,tiger
8927913,zip_left,95131,tiger
8927913,name_base,Star,tiger
8927913,name_type,Pl,tiger
8927913,separated,no,tiger
8927913,name_direction_prefix,N,tiger
8927931,highway,service,regular
8927931,name,Moffo Court,regular
8927931,cfcc,A41,tiger
8927931,county,"Santa Clara, CA",tiger
8927931,name_base,Moffo,tiger
8927931,name_type,Ct,tiger
8927931,reviewed,no,tiger
8927931,zip_left,95121,tiger
8927931,zip_right,95121,tiger
8927982,name,Images Circle,regular
8927982,highway,residential,regular
8927982,cfcc,A41,tiger
8927982,tlid,123173591:123173597,tiger
8927982,county,"Santa Clara, CA",tiger
