id,key,value,type
65449462,highway,turning_circle,regular
65449682,highway,traffic_signals,regular
65450233,highway,turning_circle,regular
65450608,highway,turning_circle,regular
65450608,surface,paved,regular
65450840,highway,turning_circle,regular
65450948,noexit,yes,regular
65451357,highway,turning_circle,regular
65452687,highway,turning_circle,regular
65452813,source,Bing,regular
65452813,highway,traffic_signals,regular
65453048,highway,turning_circle,regular
65453218,highway,turning_circle,regular
65453746,highway,turning_circle,regular
65454384,highway,turning_circle,regular
65454585,highway,turning_circle,regular
65455095,noexit,yes,regular
65455200,highway,turning_circle,regular
65455553,highway,turning_circle,regular
65455800,highway,turning_circle,regular
65456004,source,Yahoo,regular
65456004,highway,turning_circle,regular
65456194,highway,turning_circle,regular
65457766,source,Yahoo,regular
65457766,highway,turning_circle,regular
65458202,highway,turning_circle,regular
65458532,highway,turning_circle,regular
65459123,noexit,yes,regular
65459384,highway,turning_circle,regular
65459490,highway,turning_circle,regular
65459735,highway,turning_circle,regular
65459835,highway,traffic_signals,regular
65459884,highway,traffic_signals,regular
65459964,highway,traffic_signals,regular
65460085,source,Tiger2009,regular
65460085,STATEFP,06,regular
65460085,highway,turning_circle,regular
65460085,COUNTYFP,085,regular
65460085,Tiger:MTFCC,C3061,regular
65460169,highway,turning_circle,regular
65460366,highway,turning_circle,regular
65460921,highway,turning_circle,regular
65461869,highway,turning_circle,regular
65462116,highway,turning_circle,regular
65462938,highway,turning_circle,regular
65463564,highway,turning_circle,regular
65464874,highway,turning_circle,regular
65465073,highway,turning_circle,regular
65465367,highway,turning_circle,regular
65465750,highway,turning_circle,regular
65466068,highway,traffic_signals,regular
65466410,highway,traffic_signals,regular
65467060,highway,crossing,regular
65467060,crossing,zebra,regular
65467390,highway,traffic_signals,regular
65467602,highway,stop,regular
65468642,highway,turning_circle,regular
65468873,source,Yahoo,regular
65468873,highway,traffic_signals,regular
65468932,highway,turning_circle,regular
65469133,highway,turning_circle,regular
65469274,highway,traffic_signals,regular
65469602,highway,turning_circle,regular
65469647,highway,turning_circle,regular
65469788,source,Yahoo,regular
65469788,highway,traffic_signals,regular
65470517,highway,turning_circle,regular
65470584,highway,turning_circle,regular
65471481,highway,turning_circle,regular
65471528,highway,turning_circle,regular
65472121,highway,turning_circle,regular
65472714,highway,turning_circle,regular
65472968,highway,turning_circle,regular
65473328,highway,turning_circle,regular
65473632,highway,traffic_signals,regular
65473632,traffic_signals,signal,regular
65473765,noexit,yes,regular
65474260,highway,turning_circle,regular
65474451,highway,turning_circle,regular
65474834,highway,turning_circle,regular
65475074,highway,turning_circle,regular
65476259,highway,turning_circle,regular
65476647,highway,traffic_signals,regular
65476717,highway,turning_circle,regular
65477725,railway,level_crossing,regular
65477987,railway,level_crossing,regular
65479663,railway,level_crossing,regular
65480169,source,Yahoo,regular
65480169,highway,turning_circle,regular
65480726,source,yahoo,regular
65480726,highway,turning_circle,regular
65481400,highway,turning_circle,regular
65481769,highway,turning_circle,regular
65481919,highway,turning_circle,regular
65482447,highway,turning_circle,regular
65482534,highway,turning_circle,regular
65482896,source,Yahoo,regular
65482896,highway,turning_circle,regular
65483115,highway,turning_circle,regular
65483769,noexit,yes,regular
65483836,highway,turning_circle,regular
65484010,highway,traffic_signals,regular
65484010,crossing,traffic_signals,regular
65484149,highway,traffic_signals,regular
65484337,highway,turning_circle,regular
65484430,highway,turning_circle,regular
65484525,source,Yahoo,regular
65484525,highway,turning_circle,regular
65484600,highway,turning_circle,regular
65487186,highway,turning_circle,regular
65487394,highway,turning_circle,regular
65488553,highway,turning_circle,regular
65489111,highway,turning_circle,regular
65490327,highway,turning_circle,regular
65490502,highway,traffic_signals,regular
65490824,source,yahoo,regular
65490824,highway,turning_circle,regular
65492371,highway,turning_circle,regular
65492461,highway,turning_circle,regular
65494922,barrier,gate,regular
65494922,motorcar,yes,regular
65497379,highway,traffic_signals,regular
65497525,highway,mini_roundabout,regular
65497838,source,Yahoo,regular
65497838,highway,turning_circle,regular
65498334,highway,turning_circle,regular
65500015,highway,turning_circle,regular
65500223,highway,turning_circle,regular
65500363,highway,traffic_signals,regular
65500398,highway,turning_circle,regular
65500617,noexit,yes,regular
65500768,highway,traffic_signals,regular
65500831,highway,traffic_signals,regular
65503272,highway,turning_circle,regular
65504134,highway,turning_circle,regular
65504169,highway,turning_circle,regular
65504442,source,Yahoo,regular
65504442,highway,turning_circle,regular
65504487,highway,turning_circle,regular
65504844,highway,turning_circle,regular
65505542,highway,turning_circle,regular
65505713,highway,turning_circle,regular
65505845,highway,turning_circle,regular
65505986,highway,turning_circle,regular
65506042,highway,turning_circle,regular
65506554,highway,turning_circle,regular
65507703,highway,turning_circle,regular
65508155,source,Yahoo,regular
65508155,highway,turning_circle,regular
65508962,highway,traffic_signals,regular
65509898,highway,turning_circle,regular
65510522,highway,turning_circle,regular
65510709,highway,turning_circle,regular
65511491,highway,turning_circle,regular
65511792,highway,turning_circle,regular
65513323,highway,turning_circle,regular
65513390,highway,turning_circle,regular
65513437,highway,turning_circle,regular
65514609,highway,turning_circle,regular
65516868,highway,turning_circle,regular
65517139,highway,turning_circle,regular
65517675,highway,turning_circle,regular
65520267,highway,turning_circle,regular
65521123,highway,turning_circle,regular
65521664,barrier,gate,regular
65522241,highway,turning_circle,regular
65522543,highway,traffic_signals,regular
65522677,highway,turning_circle,regular
65522925,highway,turning_circle,regular
65523446,highway,traffic_signals,regular
65523681,source,yahoo,regular
65523681,highway,turning_circle,regular
65524079,highway,turning_circle,regular
65524124,highway,turning_circle,regular
65525212,highway,turning_circle,regular
65525705,railway,level_crossing,regular
65526483,highway,traffic_signals,regular
65526599,highway,turning_circle,regular
65527341,source,Yahoo,regular
65527341,highway,turning_circle,regular
65528127,highway,turning_circle,regular
65528926,highway,mini_roundabout,regular
65529243,highway,traffic_signals,regular
65529350,highway,turning_circle,regular
65529676,highway,turning_circle,regular
65530148,highway,turning_circle,regular
65530357,highway,turning_circle,regular
65530486,highway,turning_circle,regular
65531100,highway,turning_circle,regular
65531413,highway,turning_circle,regular
65531556,highway,turning_circle,regular
65531936,highway,turning_circle,regular
65532263,highway,turning_circle,regular
65533616,highway,turning_circle,regular
65533759,highway,turning_circle,regular
65533822,highway,traffic_signals,regular
65534024,highway,turning_circle,regular
65534478,highway,turning_circle,regular
65534713,highway,turning_circle,regular
65535669,highway,turning_circle,regular
65536278,highway,turning_circle,regular
65536746,source,yahoo,regular
65536746,highway,turning_circle,regular
65536885,highway,turning_circle,regular
65538701,highway,turning_circle,regular
65538932,highway,turning_circle,regular
65539462,highway,turning_circle,regular
65540175,highway,turning_circle,regular
65540241,highway,turning_circle,regular
65541113,highway,traffic_signals,regular
65541148,highway,traffic_signals,regular
65541712,highway,turning_circle,regular
65542108,highway,crossing,regular
65542196,highway,turning_circle,regular
65542690,highway,traffic_signals,regular
65543474,highway,turning_circle,regular
65544161,highway,turning_circle,regular
65544982,highway,turning_circle,regular
65545341,highway,turning_circle,regular
65545481,highway,turning_circle,regular
65547962,highway,turning_circle,regular
65548485,highway,turning_circle,regular
65548518,source,Yahoo,regular
65548518,highway,turning_circle,regular
65549266,highway,turning_circle,regular
65551639,highway,turning_circle,regular
65552414,source,yahoo,regular
65552414,highway,turning_circle,regular
65552548,highway,traffic_signals,regular
65554016,highway,turning_circle,regular
65554350,highway,stop,regular
65554675,highway,turning_circle,regular
65554861,highway,turning_circle,regular
65555048,highway,traffic_signals,regular
65555367,foot,yes,regular
65555367,barrier,bollard,regular
65555367,bicycle,yes,regular
65555733,barrier,gate,regular
65556822,highway,turning_circle,regular
65557198,highway,stop,regular
65558188,source,Yahoo,regular
65558188,highway,turning_circle,regular
65559121,highway,mini_roundabout,regular
65559121,natural,tree,regular
65559167,highway,turning_circle,regular
65560471,barrier,fence,regular
65560871,highway,turning_circle,regular
65561301,source,Yahoo,regular
65561301,highway,turning_circle,regular
65562550,highway,turning_circle,regular
65562714,highway,turning_circle,regular
65563478,highway,turning_circle,regular
65563650,barrier,block,regular
65563650,motor_vehicle,no,regular
65563922,highway,turning_circle,regular
65564325,source,Yahoo,regular
65564325,highway,turning_circle,regular
65564594,highway,turning_circle,regular
65564985,highway,turning_circle,regular
65565272,highway,traffic_signals,regular
65565329,highway,turning_circle,regular
65565614,highway,turning_circle,regular
65566394,highway,turning_circle,regular
65566602,highway,traffic_signals,regular
65567537,highway,turning_circle,regular
65567642,highway,turning_circle,regular
65567850,highway,turning_circle,regular
65568275,highway,turning_circle,regular
65569075,highway,turning_circle,regular
65569131,highway,turning_circle,regular
65569622,highway,turning_circle,regular
65571219,highway,turning_circle,regular
65571623,highway,turning_circle,regular
65572122,highway,turning_circle,regular
65572404,highway,turning_circle,regular
65572700,highway,turning_circle,regular
65572993,source,tiger_import_dch_v0.6_20070809,regular
65572993,highway,turning_circle,regular
65573350,highway,turning_circle,regular
65574404,highway,turning_circle,regular
65574518,highway,traffic_signals,regular
65574946,highway,turning_circle,regular
65575812,highway,turning_circle,regular
65576184,highway,turning_circle,regular
65576775,highway,turning_circle,regular
65576887,highway,turning_circle,regular
65577018,highway,turning_circle,regular
65577094,highway,turning_circle,regular
65578331,highway,turning_circle,regular
65578418,highway,stop,regular
65578544,highway,mini_roundabout,regular
65578603,highway,turning_circle,regular
65578946,highway,turning_circle,regular
65579229,source,Yahoo,regular
65579229,highway,turning_circle,regular
65579294,source,yahoo,regular
65579294,highway,turning_circle,regular
65580237,highway,turning_circle,regular
65580823,stop,both,regular
65581364,highway,mini_roundabout,regular
65581711,highway,turning_circle,regular
65581858,noexit,yes,regular
65581969,highway,turning_circle,regular
65583180,highway,turning_circle,regular
65583519,highway,turning_circle,regular
65583934,highway,mini_roundabout,regular
65583976,highway,turning_circle,regular
65584527,highway,turning_circle,regular
65584590,highway,turning_circle,regular
65584829,highway,traffic_signals,regular
65586451,noexit,yes,regular
65587366,highway,turning_circle,regular
65587738,highway,turning_circle,regular
65587924,noexit,yes,regular
65588504,highway,turning_circle,regular
65588933,highway,turning_circle,regular
65589164,noexit,yes,regular
65590456,highway,turning_circle,regular
65590614,highway,traffic_signals,regular
65590871,highway,turning_circle,regular
65591304,highway,turning_circle,regular
65592007,highway,turning_circle,regular
65592149,highway,turning_circle,regular
65592296,noexit,yes,regular
65593794,noexit,yes,regular
65595020,highway,turning_circle,regular
65595278,highway,turning_circle,regular
65595353,highway,turning_circle,regular
65595506,highway,turning_circle,regular
65596093,highway,turning_circle,regular
65596612,highway,turning_circle,regular
65596668,highway,turning_circle,regular
65597166,highway,turning_circle,regular
65597369,highway,turning_circle,regular
65598224,highway,turning_circle,regular
65598292,highway,turning_circle,regular
65598680,highway,turning_circle,regular
65598987,highway,turning_circle,regular
65599400,highway,turning_circle,regular
65599691,highway,turning_circle,regular
65599993,highway,turning_circle,regular
65600393,highway,stop,regular
65600589,highway,turning_circle,regular
65600914,highway,turning_circle,regular
65600963,barrier,gate,regular
65601447,highway,turning_circle,regular
65601507,highway,turning_circle,regular
65602577,highway,turning_circle,regular
65602711,source,yahoo,regular
65602711,highway,turning_circle,regular
65602850,highway,turning_circle,regular
65604094,highway,turning_circle,regular
65604580,source,Yahoo,regular
65604580,highway,turning_circle,regular
65604971,highway,turning_circle,regular
65605093,highway,turning_circle,regular
65605214,railway,level_crossing,regular
65606170,highway,turning_circle,regular
65606531,highway,turning_circle,regular
65606669,highway,traffic_signals,regular
65606976,highway,turning_circle,regular
65607267,highway,turning_circle,regular
65608078,highway,turning_circle,regular
65608305,noexit,yes,regular
65608616,highway,turning_circle,regular
65609050,highway,turning_circle,regular
65609934,highway,turning_circle,regular
65610305,highway,traffic_signals,regular
65610762,source,yahoo,regular
65610762,highway,turning_circle,regular
65611081,highway,turning_circle,regular
65611672,railway,level_crossing,regular
65613593,highway,turning_circle,regular
65613990,highway,turning_circle,regular
65614843,highway,turning_circle,regular
65615059,highway,turning_circle,regular
65615955,noexit,yes,regular
65616361,railway,level_crossing,regular
65617835,highway,turning_circle,regular
65618455,highway,turning_circle,regular
65619223,highway,turning_circle,regular
65619472,highway,turning_circle,regular
65619675,highway,turning_circle,regular
65621044,highway,turning_circle,regular
65622630,highway,turning_circle,regular
65622810,highway,turning_circle,regular
65622986,highway,turning_circle,regular
65623148,highway,turning_circle,regular
65623630,highway,turning_circle,regular
65624291,highway,turning_circle,regular
65624552,highway,turning_circle,regular
65625763,highway,turning_circle,regular
65625813,source,Yahoo,regular
65625813,highway,turning_circle,regular
65626143,highway,turning_circle,regular
65626611,highway,turning_circle,regular
65627079,highway,turning_circle,regular
65627217,highway,turning_circle,regular
65627534,highway,turning_circle,regular
65628633,highway,turning_circle,regular
65628775,highway,turning_circle,regular
65629441,highway,turning_circle,regular
65629518,highway,turning_circle,regular
65630658,highway,turning_circle,regular
65631211,highway,turning_circle,regular
65632327,noexit,yes,regular
65633453,highway,turning_circle,regular
65633970,highway,turning_circle,regular
65634039,highway,turning_circle,regular
65634089,highway,turning_circle,regular
65634491,highway,turning_circle,regular
65634777,highway,turning_circle,regular
65635213,highway,turning_circle,regular
65635323,highway,turning_circle,regular
65635374,highway,turning_circle,regular
65635745,highway,turning_circle,regular
65636114,highway,turning_circle,regular
65636330,highway,turning_circle,regular
65636544,highway,turning_circle,regular
65636723,highway,traffic_signals,regular
65637400,highway,turning_circle,regular
65637461,source,Yahoo,regular
65637461,highway,turning_circle,regular
65637847,highway,turning_circle,regular
65638258,highway,turning_circle,regular
65638530,highway,turning_circle,regular
65638702,highway,turning_circle,regular
65639090,highway,turning_circle,regular
65639166,highway,turning_circle,regular
65640689,source,yahoo,regular
65640689,highway,turning_circle,regular
65640782,highway,turning_circle,regular
65641071,source,bing;survey,regular
65641071,highway,turning_circle,regular
65641116,highway,turning_circle,regular
65641387,source,yahoo,regular
65641387,highway,turning_circle,regular
65641468,highway,stop,regular
65642348,highway,turning_circle,regular
65642487,highway,turning_circle,regular
65643024,highway,turning_circle,regular
65643464,highway,turning_circle,regular
65643881,noexit,yes,regular
65644307,noexit,yes,regular
65644555,highway,turning_circle,regular
65645264,highway,turning_circle,regular
65645643,highway,turning_circle,regular
65646347,highway,turning_circle,regular
65646428,highway,turning_circle,regular
65646799,highway,turning_circle,regular
65647200,highway,turning_circle,regular
65647326,highway,turning_circle,regular
65647642,noexit,yes,regular
65648387,highway,turning_circle,regular
65648627,highway,turning_circle,regular
65648749,highway,turning_circle,regular
65649414,highway,turning_circle,regular
65649990,highway,turning_circle,regular
65650134,highway,turning_circle,regular
65650325,highway,turning_circle,regular
65650648,highway,turning_circle,regular
65651115,highway,turning_circle,regular
65651367,highway,turning_circle,regular
65651826,highway,turning_circle,regular
65652120,highway,turning_circle,regular
65654725,highway,turning_circle,regular
65654813,highway,turning_circle,regular
65655171,highway,turning_circle,regular
65655965,highway,turning_circle,regular
65656321,highway,turning_circle,regular
65656670,source,Yahoo,regular
65656670,highway,turning_circle,regular
65657091,noexit,yes,regular
65657228,highway,crossing,regular
65657228,crossing,zebra,regular
65657308,source,Yahoo,regular
65657308,highway,turning_circle,regular
65657538,highway,turning_circle,regular
65657738,highway,turning_circle,regular
65658458,noexit,yes,regular
65659155,highway,turning_circle,regular
65660514,highway,turning_circle,regular
65660847,railway,level_crossing,regular
65661013,highway,turning_circle,regular
65661126,highway,turning_circle,regular
65661710,highway,turning_circle,regular
65662114,highway,turning_circle,regular
65662187,highway,turning_circle,regular
65663195,highway,turning_circle,regular
65663400,highway,turning_circle,regular
65663827,highway,turning_circle,regular
65663897,highway,turning_circle,regular
65664243,source,Tiger2009,regular
65664243,STATEFP,06,regular
65664243,highway,turning_circle,regular
65664243,COUNTYFP,085,regular
65664243,Tiger:MTFCC,C3061,regular
65665399,highway,turning_circle,regular
65665452,highway,turning_circle,regular
65665529,noexit,yes,regular
65666081,highway,turning_circle,regular
65666856,highway,turning_circle,regular
65668126,highway,turning_circle,regular
65668566,highway,turning_circle,regular
65668806,source,yahoo,regular
65668806,highway,turning_circle,regular
65668942,highway,turning_circle,regular
65669081,noexit,yes,regular
65669988,highway,turning_circle,regular
65670193,highway,turning_circle,regular
65670935,highway,turning_circle,regular
65671026,highway,turning_circle,regular
65671746,highway,turning_circle,regular
65672061,highway,turning_circle,regular
65672830,highway,turning_circle,regular
65673131,highway,turning_circle,regular
65673547,highway,turning_circle,regular
65673634,highway,turning_circle,regular
65673878,highway,turning_circle,regular
65674649,highway,turning_circle,regular
65674804,noexit,yes,regular
65674919,highway,turning_circle,regular
65675340,highway,turning_circle,regular
65675752,highway,turning_circle,regular
65676042,highway,turning_circle,regular
65676845,source,Yahoo,regular
65676845,highway,turning_circle,regular
65678127,noexit,yes,regular
65678222,highway,turning_circle,regular
65679196,highway,turning_circle,regular
65679383,highway,turning_circle,regular
65679503,highway,turning_circle,regular
65679703,highway,stop,regular
65679736,highway,turning_circle,regular
65680295,highway,turning_circle,regular
65680794,highway,turning_circle,regular
65680980,railway,level_crossing,regular
65681215,highway,turning_circle,regular
65681399,barrier,gate,regular
65681548,highway,turning_circle,regular
65682257,highway,turning_circle,regular
65683073,highway,turning_circle,regular
65683175,highway,turning_circle,regular
65683602,highway,turning_circle,regular
65684617,highway,turning_circle,regular
67036838,ref,396A,regular
67036838,exit_to,Mathilda Avenue North;SR-237 East,regular
67036838,highway,motorway_junction,regular
102780988,foot,yes,regular
102780988,barrier,bollard,regular
102780988,bicycle,yes,regular
123969124,created_by,JOSM,regular
123969185,created_by,JOSM,regular
150940403,ele,107,regular
150940403,name,Madrone,regular
150940403,is_in,"Santa Clara,California,Calif.,CA,USA",regular
150940403,place,hamlet,regular
150940403,id,1659034,gnis
150940403,gnis:Class,Populated Place,regular
150940403,gnis:County,Santa Clara,regular
150940403,gnis:ST_num,06,regular
150940403,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150940403,gnis:ST_alpha,CA,regular
150940403,gnis:County_num,085,regular
150951713,ele,12,regular
150951713,is_in,"Milpitas,Santa Clara County,California,Calif.,CA,USA",regular
150951713,id,1828589,gnis
150951713,gnis:Class,Populated Place,regular
150951713,gnis:County,Santa Clara,regular
150951713,gnis:ST_num,06,regular
150951713,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150951713,name,Johnsville Mobile Home Park,disused
150951713,gnis:ST_alpha,CA,regular
150951713,landuse,residential,disused
150951713,gnis:County_num,085,regular
150967034,ele,107,regular
150967034,name,Creekside Village,regular
150967034,is_in,"Santa Clara,California,Calif.,CA,USA",regular
150967034,place,hamlet,regular
150967034,id,1835172,gnis
150967034,gnis:Class,Populated Place,regular
150967034,gnis:County,Santa Clara,regular
150967034,gnis:ST_num,06,regular
150967034,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150967034,gnis:ST_alpha,CA,regular
150967034,gnis:County_num,085,regular
150974868,ele,312,regular
150974868,name,Aldercroft Heights,regular
150974868,is_in,"Santa Clara,California,Calif.,CA,USA",regular
150974868,place,hamlet,regular
150974868,id,1657908,gnis
150974868,gnis:Class,Populated Place,regular
150974868,gnis:County,Santa Clara,regular
150974868,gnis:ST_num,06,regular
150974868,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150974868,gnis:ST_alpha,CA,regular
150974868,gnis:County_num,085,regular
152336675,created_by,JOSM,regular
185949918,name,Borregas,regular
185949918,network,VTA,regular
185949918,railway,tram_stop,regular
185949918,wikipedia,en:Borregas (VTA),regular
185949918,public_transport,stop_position,regular
185959594,railway,level_crossing,regular
185986312,created_by,JOSM,regular
185986397,created_by,JOSM,regular
202234185,highway,traffic_signals,regular
220218003,highway,traffic_signals,regular
225208672,ref,5,regular
225208672,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/twothirtyseveneast.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/twothirtysevenwest.pdf,regular
225208672,exit_to,Lawrence Expressway;Caribbean Drive,regular
225208672,highway,motorway_junction,regular
225221167,created_by,JOSM,regular
240980313,created_by,JOSM,regular
240984854,created_by,JOSM,regular
240985713,note,strange half of a turning circle,regular
245919608,ref,7,regular
245919608,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/87.pdf,regular
245919608,exit_to,Taylor Street,regular
245919608,highway,motorway_junction,regular
246008817,exit_to,Julian Street,regular
246008817,highway,motorway_junction,regular
246008817,ref,6B,regular
246557207,ref,3B,regular
246557207,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/twoeightynorth.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/twoeightysouth.pdf,regular
246557207,highway,motorway_junction,regular
247385815,created_by,JOSM,regular
248089434,created_by,JOSM,regular
248089453,created_by,JOSM,regular
248089464,created_by,JOSM,regular
248089475,created_by,JOSM,regular
248089492,created_by,JOSM,regular
248089503,created_by,JOSM,regular
248089520,created_by,JOSM,regular
248089800,created_by,JOSM,regular
248089829,created_by,JOSM,regular
248089840,created_by,JOSM,regular
248089851,created_by,JOSM,regular
248089873,created_by,JOSM,regular
248089884,created_by,JOSM,regular
248089895,created_by,JOSM,regular
248089926,created_by,JOSM,regular
248090144,created_by,JOSM,regular
248090164,created_by,JOSM,regular
248090188,created_by,JOSM,regular
248090198,created_by,JOSM,regular
248090208,created_by,JOSM,regular
248090224,created_by,JOSM,regular
248090242,created_by,JOSM,regular
248090253,created_by,JOSM,regular
248090267,source,observation,regular
248090267,barrier,cycle_barrier,regular
248095161,created_by,JOSM,regular
248100264,highway,turning_circle,regular
248210213,created_by,JOSM,regular
248210230,created_by,JOSM,regular
248214390,created_by,JOSM,regular
248214400,created_by,JOSM,regular
248215239,created_by,JOSM,regular
248216392,created_by,JOSM,regular
251390554,highway,traffic_signals,regular
257806448,highway,traffic_signals,regular
257806721,ref,6,regular
257806721,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/eightyfivenorth.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/eightyfivesouth.pdf,regular
257806721,exit_to,Almaden Expressway,regular
257806721,highway,motorway_junction,regular
257808265,ref,1B,regular
257808265,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/eightyfivenorth.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/eightyfivesouth.pdf,regular
257808265,highway,motorway_junction,regular
257808265,left,1A,ref
257808265,right,1B,ref
257939693,ref,377A,regular
257939693,highway,motorway_junction,regular
257949109,ref,373,regular
257949109,highway,motorway_junction,regular
258130532,ref,10,regular
258130532,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/eighteightynorth.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/eighteightysouth.pdf,regular
258130532,exit_to,Dixon Landing Road,regular
258130532,highway,motorway_junction,regular
258192487,power,tower,regular
258194873,power,tower,regular
258194883,power,tower,regular
258195820,power,tower,regular
258195835,power,tower,regular
258196065,power,tower,regular
258205131,ele,1286,regular
